CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2025-06-25,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2025-03-27,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Infection Control Deficiencies,0883,Develop and implement policies and procedures for flu and pneumonia vaccinations.,D,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-11-20,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-12-12,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-10-03,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,E,"Deficient, Provider has date of correction",2024-11-01,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-10-03,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2024-11-01,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-10-03,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2024-11-01,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-05-20,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-06-10,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-05-20,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2024-06-10,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",G,"Deficient, Provider has date of correction",2024-02-13,3,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Nutrition and Dietary Deficiencies,0804,"Ensure food and drink is palatable, attractive, and at a safe and appetizing temperature.",F,"Deficient, Provider has date of correction",2024-02-13,3,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",E,"Deficient, Provider has date of correction",2024-02-13,3,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,E,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Rights Deficiencies,0585,Honor the resident's right to voice grievances without discrimination or reprisal and the facility must establish a grievance policy and make prompt efforts to resolve grievances.,D,"Deficient, Provider has date of correction",2024-02-13,3,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2024-02-13,3,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Rights Deficiencies,0622,Not transfer or discharge a resident without an adequate reason; and must provide documentation and convey specific information  when a resident is transferred or discharged.,D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0636,"Assess the resident completely in a timely manner  when first admitted, and then periodically, at least every 12 months.",D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0638,Assure that each resident’s assessment is updated at least once every 3 months.,D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0644,Coordinate assessments with the pre-admission screening and resident review program; and referring for services as needed.,D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2024-02-13,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2024-01-18,Health,F,Resident Rights Deficiencies,0623,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",C,"Deficient, Provider has date of correction",2024-02-13,3,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2023-10-12,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,E,"Deficient, Provider has date of correction",2023-11-27,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2023-10-12,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-11-27,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2023-10-12,Health,F,Nutrition and Dietary Deficiencies,0800,"Provide each resident with a nourishing, palatable, well-balanced diet that meets his or her daily nutritional and special dietary needs.",D,"Deficient, Provider has date of correction",2023-11-27,3,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Nursing and Physician Services Deficiencies,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,D,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-07-02,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has plan of correction",2026-08-05,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-06-04,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2026-07-10,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-06-04,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2026-07-10,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2026-06-04,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2026-07-10,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2025-11-21,Health,F,Resident Rights Deficiencies,0628,"Provide the required documentation or notification related to the resident's needs, appeal rights, or bed-hold policies.",D,"Deficient, Provider has date of correction",2025-12-12,1,N,Y,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2025-05-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2025-06-19,1,Y,N,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2025-05-20,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,E,"Deficient, Provider has date of correction",2025-06-19,1,Y,N,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2025-05-20,Health,F,Resident Rights Deficiencies,0552,"Ensure that residents are fully informed and understand their health status, care and treatments.",D,"Deficient, Provider has date of correction",2025-06-19,1,Y,N,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
275021,VALLE VISTA REHABILITATION AND NURSING LLC,402 SUMMIT AVE,LEWISTOWN,MT,59457,2025-05-20,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0605,Prevent the use of unnecessary psychotropic medications or use medications that may restrain a resident's ability to function.,D,"Deficient, Provider has date of correction",2025-06-19,1,Y,N,N,N,N,"402 SUMMIT AVE,LEWISTOWN,MT,59457",2026-08-01
